id,name,ruby,ruby_origin
13463,オルターガイスト・マルチフェイカー,おるたーがいすとまるちふぇいかー,オルターガイスト・マルチフェイカー
13464,ミレニアム・アイズ・イリュージョニスト,みれにあむあいずいりゅーじょにすと,ミレニアム・アイズ・イリュージョニスト
13465,幻想魔術師・ノー・フェイス,まじかるいりゅーじょにすとのーふぇいす,マジカルイリュージョニスト・ノー・フェイス
13466,ミレニアム・アイズ・サクリファイス,みれにあむあいずさくりふぁいす,ミレニアム・アイズ・サクリファイス
13467,サクリファイス・フュージョン,さくりふぁいすふゅーじょん,サクリファイス・フュージョン
13468,寄生虫パラノイド,きせいちゅうぱらのいど,きせいちゅうパラノイド
13469,究極変異態・インセクト女王,きゅうきょくへんいたいいんせくとくいーん,きゅうきょくへんいたい・インセクトクイーン
13470,超進化の繭,ちょうしんかのまゆ,ちょうしんかのまゆ
13471,蝕みの鱗粉,むしばみのりんぷん,むしばみのりんぷん
13472,BM－４ボムスパイダー,びーえむふぉーぼむすぱいだー,ＢＭ－４ボムスパイダー
13473,デスペラード・リボルバー・ドラゴン,ですぺらーどりぼるばーどらごん,デスペラード・リボルバー・ドラゴン
13474,鋼鉄の襲撃者,へびーめたるれいだーす,ヘビーメタル・レイダース
13475,銃砲撃,がんきゃのんしょっと,ガン・キャノン・ショット
13476,アームド・ドラゴン・カタパルトキャノン,あーむどどらごんかたぱるときゃのん,アームド・ドラゴン・カタパルトキャノン
13477,おジャマ改造,おじゃまかいぞう,おジャマかいぞう
13478,おジャマッチング,おじゃまっちんぐ,おジャマッチング
13479,おジャマパーティ,おじゃまぱーてぃ,おジャマパーティ
13480,古代の機械素体,あんてぃーくぎあふれーむ,アンティーク・ギアフレーム
13481,古代の機械超巨人,あんてぃーくぎあめがとんごーれむ,アンティーク・ギア・メガトン・ゴーレム
13482,古代の機械融合,あんてぃーくぎあふゅーじょん,アンティーク・ギアフュージョン
13483,競闘－クロス・ディメンション,きょうとうくろすでぃめんしょん,きょうとう－クロス・ディメンション
13484,究極宝玉神 レインボー・オーバー・ドラゴン,きゅうきょくほうぎょくしんれいんぼーおーばーどらごん,きゅうきょくほうぎょくしん　レインボー・オーバー・ドラゴン
13485,虹の架け橋,にじのかけはし,にじのかけはし
13486,宝玉の絆,ほうぎょくのきずな,ほうぎょくのきずな
13487,究極宝玉陣,きゅうきょくほうぎょくじん,きゅうきょくほうぎょくじん
13489,セキュリティ・ドラゴン,せきゅりてぃどらごん,セキュリティ・ドラゴン
13490,パーペチュアルキングデーモン,ぱーぺちゅあるきんぐでーもん,パーペチュアルキングデーモン
13491,剣闘獣ドラガシス,ぐらでぃあるびーすとどらがしす,グラディアルビーストドラガシス
13492,ライトロード・ドミニオン キュリオス,らいとろーどどみにおんきゅりおす,ライトロード・ドミニオン　キュリオス
13493,ジェムナイト・ファントムルーツ,じぇむないとふぁんとむるーつ,ジェムナイト・ファントムルーツ
13494,インヴェルズ・オリジン,いんゔぇるずおりじん,インヴェルズ・オリジン
13495,甲虫装機 ピコファレーナ,いんぜくたーぴこふぁれーな,インゼクター　ピコファレーナ
13496,天球の聖刻印,てんきゅうのせいこくいん,てんきゅうのせいこくいん
13497,魔導原典 クロウリー,まどうげんてんくろうりー,まどうげんてん　クロウリー
13498,フレッシュマドルチェ・シスタルト,ふれっしゅまどるちぇしすたると,フレッシュマドルチェ・シスタルト
13499,水精鱗－サラキアビス,まーめいるさらきあびす,マーメイル－サラキアビス
13500,聖騎士の追想 イゾルデ,せいきしのついそういぞるで,せいきしのついそう　イゾルデ
13501,シャドール・ネフィリム,しゃどーるねふぃりむ,シャドール・ネフィリム
13502,クリフォート・ゲニウス,くりふぉーとげにうす,クリフォート・ゲニウス
13503,聖霊獣騎 キムンファルコス,せいれいじゅうききむんふぁるこす,せいれいじゅうき　キムンファルコス
13504,セフィラ・メタトロン,せふぃらめたとろん,セフィラ・メタトロン
13505,アロマセラフィ－ジャスミン,あろませらふぃじゃすみん,アロマセラフィ－ジャスミン
13506,彼岸の黒天使 ケルビーニ,ひがんのくろてんしけるびーに,ひがんのくろてんし　ケルビーニ
13507,ヘビーメタルフォーゼ・エレクトラム,へびーめたるふぉーぜえれくとらむ,ヘビーメタルフォーゼ・エレクトラム
13508,水晶機巧－ハリファイバー,くりすとろんはりふぁいばー,クリストロン－ハリファイバー
13509,暴走召喚師アレイスター,ぼうそうしょうかんしあれいすたー,ぼうそうしょうかんしアレイスター
13510,ダブルバイト・ドラゴン,だぶるばいとどらごん,ダブルバイト・ドラゴン
13511,フォーマッド・スキッパー,ふぉーまっどすきっぱー,フォーマッド・スキッパー
13512,トリックスター・フォクシーウィッチ,とりっくすたーふぉくしーうぃっち,トリックスター・フォクシーウィッチ
13513,トリックスター・マジカローラ,とりっくすたーまじかろーら,トリックスター・マジカローラ
13514,剛鬼ジェット・オーガ,ごうきじぇっとおーが,ごうきジェット・オーガ
13515,剛鬼死闘,ごうきですまっち,ごうきデスマッチ
13516,ブースター・ドラゴン,ぶーすたーどらごん,ブースター・ドラゴン
13517,タクティカル・エクスチェンバー,たくてぃかるえくすちぇんばー,タクティカル・エクスチェンバー
13518,ドングルドングリ,どんぐるどんぐり,ドングルドングリ
13519,ガベージコレクター,がべーじこれくたー,ガベージコレクター
13520,シーアーカイバー,しーあーかいばー,シーアーカイバー
13521,フレイム・バッファロー,ふれいむばっふぁろー,フレイム・バッファロー
13522,レディ・デバッガー,れでぃでばっがー,レディ・デバッガー
13523,アンチエイリアン,あんちえいりあん,アンチエイリアン
13524,ストームサイファー,すとーむさいふぁー,ストームサイファー
13525,セグメンタル・ドラゴン,せぐめんたるどらごん,セグメンタル・ドラゴン
13526,サイバネット・ストーム,さいばねっとすとーむ,サイバネット・ストーム
13527,パケットリンク,ぱけっとりんく,パケットリンク
13528,パワーコード・トーカー,ぱわーこーどとーかー,パワーコード・トーカー
13529,トラフィックゴースト,とらふぃっくごーすと,トラフィックゴースト
13530,LANフォリンクス,らんふぉりんくす,ランフォリンクス
13532,スモウ魂 YOKO－ZUNA,すもうすぴりっとよこづな,スモウスピリット　ヨコヅナ
13533,カラテ魂 KURO－OBI,からてすぴりっとくろおび,カラテスピリット　クロオビ
13534,ヴェンデット・バスタード,ゔぇんでっとばすたーど,ヴェンデット・バスタード
13535,ヴェンデット・コア,ゔぇんでっとこあ,ヴェンデット・コア
13536,ヴェンデット・チャージ,ゔぇんでっとちゃーじ,ヴェンデット・チャージ
13537,ヴェンデット・リバース,ゔぇんでっとりばーす,ヴェンデット・リバース
13538,F.A.カーナビゲーター,ふぉーみゅらあすりーとかーなびげーたー,フォーミュラアスリートカーナビゲーター
13539,F.A.ホームトランスポーター,ふぉーみゅらあすりーとほーむとらんすぽーたー,フォーミュラアスリートホームトランスポーター
13540,F.A.シティGP,ふぉーみゅらあすりーとしてぃぐらんぷり,フォーミュラアスリートシティグランプリ
